Age,Annual_Income,Credit_Score,Loan_Amount,Loan_Term_Months,Employment_Years,Existing_Loans,Dependents,Savings,Property_Value,Self_Employed,Education,Marital_Status,Loan_Status
22,49418,471,366591,48,26,5,1,264236,231784,No,Postgraduate,Single,Rejected
47,102607,689,211223,84,6,5,3,96648,514732,No,Graduate,Married,Rejected
62,69874,325,283026,72,28,3,0,82011,428050,No,Graduate,Married,Rejected
22,132158,427,345876,60,30,0,0,289055,670037,No,Graduate,Single,Rejected
46,37130,673,450453,36,30,4,2,137153,220451,No,Postgraduate,Married,Rejected
37,106257,323,242089,72,4,3,0,277345,401917,No,High School,Married,Rejected
60,88248,769,215517,72,3,5,0,96544,182038,Yes,Graduate,Married,Rejected
53,102627,722,32092,48,29,2,0,109321,820462,Yes,High School,Married,Approved
29,101393,476,255748,48,6,4,4,204842,761971,No,Postgraduate,Married,Rejected
63,61394,837,384033,36,15,5,4,285247,352533,No,Graduate,Married,Rejected
59,131372,565,26673,60,24,0,5,142467,449278,No,Graduate,Married,Approved
49,69635,569,134980,60,3,4,1,27207,646176,No,Postgraduate,Single,Rejected
62,146398,628,177710,84,2,2,3,28270,899996,No,Graduate,Single,Rejected
46,133023,754,155913,36,13,3,2,58901,933708,No,Graduate,Married,Approved
55,119837,594,40512,36,25,5,5,162416,879850,No,Graduate,Married,Approved
45,102089,421,23737,12,3,3,5,143862,200259,No,Graduate,Single,Rejected
44,37404,458,481784,48,20,0,4,286448,72987,No,High School,Married,Rejected
33,92629,477,498199,60,8,0,4,73932,865802,No,Postgraduate,Married,Rejected
27,33156,627,299205,24,10,3,5,281451,758247,No,High School,Married,Rejected
56,75618,606,150761,48,0,1,2,264420,961566,No,Graduate,Married,Rejected
65,69999,388,173842,72,8,3,5,73435,864002,Yes,High School,Single,Rejected
40,33785,337,223322,60,24,2,4,25529,742230,No,Graduate,Single,Rejected
21,68359,645,8966,72,7,4,2,52074,433428,No,Graduate,Single,Approved
28,110807,551,395846,12,14,1,1,152797,911177,No,High School,Married,Rejected
36,34694,448,364197,48,28,3,1,194050,765333,No,Graduate,Married,Rejected
34,56114,315,187965,48,25,4,5,200669,638986,Yes,Graduate,Single,Rejected
32,89549,666,313678,72,23,5,0,76276,343620,No,Postgraduate,Married,Rejected
43,77230,417,199202,84,7,0,2,211272,712693,No,Graduate,Married,Rejected
35,52799,616,218845,60,19,5,2,137003,998541,No,Graduate,Single,Rejected
48,110288,587,207943,24,28,3,1,25294,996419,No,Graduate,Married,Rejected
54,31156,650,374232,36,6,1,4,53329,671826,No,High School,Single,Rejected
22,30304,596,24790,24,30,2,2,38420,300587,No,High School,Married,Rejected
52,60645,493,57104,72,13,4,5,40926,233688,No,Graduate,Married,Rejected
43,58938,691,119507,84,17,5,2,242783,25373,No,Graduate,Single,Rejected
42,76982,742,190287,84,2,4,4,123082,325302,No,High School,Single,Rejected
45,97614,580,96131,12,30,3,1,123832,527334,No,High School,Married,Rejected
42,111614,600,280329,48,14,2,2,283776,111128,Yes,Graduate,Married,Rejected
42,22315,725,211384,72,23,2,2,272208,894551,No,Graduate,Married,Rejected
62,112756,549,239287,84,19,0,4,6959,717449,No,Graduate,Married,Rejected
26,117267,814,15806,72,30,3,0,247899,335422,No,Graduate,Married,Approved
35,118369,705,154327,84,25,5,4,293571,759507,No,High School,Single,Approved
63,32420,543,128970,60,26,4,5,25440,713240,Yes,Postgraduate,Single,Rejected
57,38312,666,284154,48,5,0,4,58324,130932,No,High School,Single,Rejected
53,41395,419,9766,36,27,4,0,216357,913332,No,High School,Single,Rejected
28,60301,739,491506,24,14,5,2,168890,886167,No,High School,Married,Rejected
64,140913,803,13217,24,13,0,0,158831,773879,No,High School,Single,Approved
64,66972,732,171888,12,10,5,3,67888,596064,No,Graduate,Married,Rejected
25,83294,482,308725,60,7,3,0,249721,768735,No,Postgraduate,Single,Rejected
59,100853,760,378825,36,7,5,1,5149,872100,No,Graduate,Single,Rejected
24,140135,417,360741,84,4,0,2,75283,692908,Yes,Postgraduate,Married,Rejected
26,68225,330,210516,72,15,0,3,271786,350989,No,Graduate,Married,Rejected
65,102504,448,318956,36,26,2,3,199945,833190,No,Graduate,Married,Rejected
52,42854,827,340347,60,29,5,0,24311,702915,Yes,Graduate,Single,Rejected
50,141373,572,449109,84,30,2,3,170782,511876,No,Graduate,Married,Rejected
55,90780,684,384904,12,6,5,5,190725,138647,No,Graduate,Single,Rejected
60,50929,401,307815,72,0,4,2,294562,628070,No,Graduate,Single,Rejected
36,126458,371,110029,36,30,2,2,97713,834002,Yes,Graduate,Single,Rejected
33,77103,707,287261,12,4,3,4,138827,238375,Yes,High School,Married,Rejected
62,136436,646,298322,84,2,3,4,271558,918058,Yes,Graduate,Single,Rejected
50,83620,666,337144,60,12,0,5,243087,921230,No,Graduate,Married,Rejected
39,109590,848,327262,60,19,4,1,281158,347463,Yes,Postgraduate,Married,Rejected
37,104124,590,137917,60,16,3,5,168044,763924,No,Graduate,Married,Rejected
39,64590,721,82965,36,0,0,0,203583,279934,No,Graduate,Married,Rejected
48,120196,480,160091,60,18,4,3,160820,309722,Yes,Graduate,Married,Rejected
46,92554,413,106062,36,3,3,4,141689,375120,No,Graduate,Married,Rejected
57,30621,537,480666,12,12,1,2,237894,174267,No,Postgraduate,Married,Rejected
46,137781,393,61729,48,18,0,5,71017,594651,No,Graduate,Married,Rejected
43,20973,559,216770,12,17,3,3,192437,135793,Yes,Postgraduate,Married,Rejected
29,138712,406,454685,84,10,1,0,34900,551390,No,High School,Single,Rejected
32,129138,543,225933,36,22,5,3,279666,662025,No,High School,Single,Rejected
21,78786,722,417478,84,25,0,3,22923,951792,No,Graduate,Married,Rejected
21,124919,634,401620,24,8,3,1,35371,399305,No,Graduate,Married,Rejected
54,57097,322,200657,24,30,0,0,222413,148913,No,Graduate,Single,Rejected
52,141403,570,226621,72,26,2,3,24821,33985,No,Graduate,Single,Rejected
45,54245,439,54534,48,2,5,2,3799,486331,No,High School,Married,Rejected
60,85211,765,59162,60,15,1,2,275543,144606,No,High School,Married,Approved
65,74841,753,446694,12,24,4,1,155589,346471,No,Graduate,Married,Rejected
21,45346,683,309393,12,23,4,4,167454,461001,No,Graduate,Married,Rejected
36,125633,676,97964,36,20,0,0,27931,752758,No,High School,Married,Approved
59,91980,737,141140,72,29,0,3,40437,760571,No,Postgraduate,Single,Rejected
25,110417,721,182808,48,26,2,1,87878,130699,No,High School,Married,Rejected
42,69153,455,408445,60,27,1,2,199622,29206,No,Graduate,Single,Rejected
49,110382,634,225086,48,21,0,5,230822,318111,Yes,Graduate,Married,Rejected
23,147396,830,344588,84,16,4,3,233064,862489,No,Graduate,Single,Rejected
32,96942,431,441628,24,12,1,2,18095,711481,Yes,High School,Single,Rejected
46,125147,800,487300,72,5,1,5,92190,740507,No,High School,Married,Rejected
36,110975,821,358141,48,24,2,3,129728,187923,No,High School,Single,Rejected
57,25972,439,49454,84,6,5,0,100188,853686,No,Graduate,Married,Rejected
42,68063,434,204622,60,8,0,2,44503,85636,No,Postgraduate,Single,Rejected
49,85488,706,385814,72,20,1,1,253469,307042,No,Graduate,Single,Rejected
34,77055,393,304086,60,29,2,1,187073,680329,Yes,Graduate,Single,Rejected
48,123409,540,357564,12,4,4,1,55743,595208,No,Postgraduate,Married,Rejected
25,84366,464,325214,12,4,2,5,272052,166784,No,Postgraduate,Single,Rejected
50,30931,624,335784,60,21,2,1,248993,625696,No,Graduate,Married,Rejected
25,27702,517,155393,12,14,5,4,65393,73467,No,Postgraduate,Married,Rejected
32,104834,530,19017,12,29,2,5,106904,490810,No,High School,Married,Rejected
36,41540,478,309817,12,30,0,3,155289,451855,No,Postgraduate,Married,Rejected
46,77450,379,213671,84,30,2,5,216505,602817,No,Postgraduate,Married,Rejected
46,117576,653,264406,60,3,4,3,84695,940262,No,Graduate,Married,Rejected
41,85252,460,381262,12,9,1,3,199026,599752,No,Postgraduate,Married,Rejected
59,66904,726,218942,24,29,3,4,82798,844297,No,High School,Married,Rejected
56,72320,702,55587,72,29,5,5,258687,437914,No,High School,Married,Approved
53,51000,331,402781,60,8,0,1,274679,687926,No,Graduate,Single,Rejected
50,115341,420,498058,48,6,3,0,231240,270627,Yes,Postgraduate,Married,Rejected
57,147524,814,83761,72,14,5,1,192136,746190,No,High School,Single,Approved
43,22599,684,422537,84,18,5,4,30508,846774,Yes,Postgraduate,Married,Rejected
30,107636,724,326685,84,9,2,0,55416,634933,No,Graduate,Married,Rejected
25,116045,775,56352,36,6,0,4,39177,443422,No,Postgraduate,Married,Approved
56,120539,466,264800,72,26,4,2,243447,42793,No,Graduate,Single,Rejected
54,104719,688,35623,84,2,3,3,234324,385305,No,Postgraduate,Married,Approved
51,76165,632,163699,36,2,1,3,294640,902803,No,Graduate,Single,Rejected
30,78855,822,55822,24,19,5,4,36807,923787,No,Postgraduate,Married,Approved
39,123777,770,181701,60,27,4,0,282059,101990,Yes,High School,Married,Rejected
52,20018,823,266918,48,17,4,2,117077,887141,No,Postgraduate,Married,Rejected
21,20858,352,229318,60,23,3,2,156823,826542,Yes,Graduate,Married,Rejected
25,45992,320,352428,48,12,1,1,45029,921979,No,Postgraduate,Single,Rejected
65,52580,318,482251,48,11,0,1,74166,145692,No,High School,Single,Rejected
24,90916,755,46184,60,16,4,0,181314,315954,No,Postgraduate,Married,Approved
36,55800,621,136918,72,25,0,1,200573,317071,No,Graduate,Married,Rejected
44,139193,732,430608,12,16,4,3,121725,521625,No,Postgraduate,Single,Rejected
36,78770,358,496102,36,10,2,4,6911,268305,No,High School,Single,Rejected
22,74941,450,69801,12,16,5,3,273589,38903,No,Graduate,Single,Rejected
48,104451,739,380659,36,19,4,2,218381,211252,Yes,Postgraduate,Married,Rejected
52,125775,357,216190,12,16,0,2,32109,880542,No,Postgraduate,Married,Rejected
47,57487,592,190659,60,18,1,4,157524,573876,Yes,High School,Married,Rejected
40,32943,481,369517,60,6,3,0,122779,184543,Yes,Graduate,Married,Rejected
44,123167,377,384788,48,18,1,2,174490,46806,Yes,Postgraduate,Single,Rejected
32,122342,404,58539,24,27,4,0,272374,390968,No,Postgraduate,Single,Rejected
55,81457,560,291175,60,1,0,3,190939,28567,No,Graduate,Married,Rejected
53,145111,522,359517,36,28,2,5,87528,879444,No,Graduate,Married,Rejected
53,38836,783,142983,48,29,1,5,254328,670266,No,Graduate,Single,Rejected
63,121150,428,178615,36,9,2,1,36634,872256,No,Graduate,Single,Rejected
57,126368,618,126436,12,30,3,4,243392,437268,No,Graduate,Married,Approved
32,31394,808,251730,24,28,2,1,121117,221581,No,Graduate,Married,Rejected
23,92158,319,389517,60,5,3,0,187177,183121,Yes,High School,Married,Rejected
21,144696,534,361228,12,15,2,5,126951,857273,No,Graduate,Single,Rejected
53,144660,649,55368,48,7,4,0,95310,582428,No,High School,Married,Approved
60,130599,752,223098,36,3,2,3,82396,664418,Yes,Graduate,Married,Rejected
30,45280,808,125241,72,27,5,3,165750,167256,No,Graduate,Single,Rejected
63,144221,722,228305,84,19,1,0,214835,869058,No,Postgraduate,Married,Rejected
64,138150,489,159697,24,10,1,3,226116,596544,No,High School,Married,Rejected
49,97318,424,83448,60,17,1,4,15922,29976,Yes,Graduate,Single,Rejected
33,21159,305,122399,36,20,3,2,283553,208646,No,Postgraduate,Married,Rejected
32,90162,757,80014,60,14,3,4,188907,575095,No,High School,Single,Approved
51,43440,821,327645,60,25,4,0,69160,193127,Yes,High School,Single,Rejected
22,122026,388,168897,36,15,3,5,225748,712145,Yes,Postgraduate,Single,Rejected
55,97166,410,211484,60,28,4,2,152266,450670,Yes,Graduate,Married,Rejected
43,72712,850,196904,48,7,2,0,260916,704490,No,Postgraduate,Married,Rejected
37,149712,696,479923,24,16,0,5,26005,116970,Yes,Graduate,Single,Rejected
46,129578,310,6304,12,1,1,4,39968,563818,No,High School,Married,Rejected
28,140805,796,55782,24,16,1,5,34802,362367,No,Postgraduate,Single,Approved
49,67656,315,320376,12,14,4,0,267825,760668,No,Graduate,Married,Rejected
46,26589,332,91223,48,19,3,3,149423,928275,No,High School,Married,Rejected
30,68241,788,404219,24,6,5,0,298615,805737,Yes,High School,Single,Rejected
46,144595,487,391190,48,10,2,4,185916,480368,No,Postgraduate,Single,Rejected
54,43233,757,415012,36,18,4,5,70439,633821,No,Graduate,Married,Rejected
61,55011,350,317914,12,23,1,3,134260,809992,No,Graduate,Single,Rejected
27,28177,570,255931,36,5,5,2,206060,575108,No,Graduate,Married,Rejected
24,149883,763,75672,36,17,4,4,174024,55835,No,Postgraduate,Single,Approved
65,54528,342,7777,24,8,0,1,184055,160281,Yes,High School,Married,Rejected
31,134506,838,202347,60,24,0,1,251131,9669,Yes,Graduate,Married,Approved
49,123746,420,452267,84,15,0,4,58769,562774,No,Postgraduate,Single,Rejected
56,81351,615,361770,60,12,2,4,215811,646859,Yes,High School,Single,Rejected
45,111908,414,250159,48,22,0,1,197149,202617,No,Graduate,Married,Rejected
41,76831,753,120606,24,25,2,1,46263,292485,Yes,High School,Single,Approved
56,71827,819,425040,36,7,5,5,254279,439258,No,Postgraduate,Married,Rejected
30,43508,636,45353,72,25,4,1,112583,817052,Yes,Graduate,Married,Rejected
57,74933,539,182593,48,16,2,4,160498,69563,No,Graduate,Single,Rejected
29,100501,685,295802,36,13,1,5,154530,866024,No,High School,Married,Rejected
44,88772,444,76157,48,21,3,3,95924,579786,No,Postgraduate,Married,Rejected
55,35611,676,430041,72,8,0,0,260206,346889,Yes,Graduate,Single,Rejected
55,42282,303,160263,12,5,3,5,125350,396006,No,Graduate,Married,Rejected
56,61003,627,148439,48,15,4,5,223337,32444,No,Graduate,Married,Rejected
38,101365,496,486468,48,2,2,0,256833,741133,Yes,Graduate,Married,Rejected
59,94216,688,6503,36,1,2,3,117349,351186,No,High School,Single,Approved
52,138964,560,319523,84,7,3,0,96111,818914,No,High School,Single,Rejected
44,31340,393,267971,60,26,4,5,189115,559194,No,Graduate,Married,Rejected
43,116629,556,286759,36,3,3,3,84952,481684,No,High School,Single,Rejected
52,106643,435,216697,24,11,1,3,49261,416054,No,Graduate,Married,Rejected
57,94684,824,319169,36,30,0,0,239208,769620,Yes,Graduate,Married,Rejected
32,128610,797,145881,84,0,0,0,201551,631507,No,Postgraduate,Married,Approved
33,140332,477,83891,84,23,2,0,293299,618492,No,High School,Married,Rejected
43,103035,411,391209,72,28,5,2,172496,62372,No,Graduate,Married,Rejected
45,38165,563,354916,60,16,4,0,203680,540461,No,Graduate,Married,Rejected
55,129322,713,150019,24,17,4,4,194203,595965,No,High School,Married,Rejected
61,110762,668,488837,72,16,2,4,80140,291374,No,Graduate,Single,Rejected
50,38260,677,272776,84,23,4,2,296932,845408,No,Postgraduate,Single,Rejected
37,74515,682,276030,84,15,4,4,236016,553997,No,Graduate,Married,Rejected
40,110452,810,25400,60,2,0,0,53784,888693,No,Graduate,Single,Approved
45,129446,676,428008,84,8,1,2,259262,294768,No,Postgraduate,Single,Rejected
42,50480,844,121756,24,26,1,5,26977,155711,No,Graduate,Married,Rejected
33,72527,372,100586,84,11,2,1,56849,485414,Yes,Graduate,Single,Rejected
39,79789,803,68414,36,6,1,5,139326,242545,No,High School,Married,Approved
56,71902,651,27008,60,5,1,1,91723,900195,No,Graduate,Married,Approved
32,52191,624,480034,72,10,0,3,108634,819323,No,Postgraduate,Married,Rejected
61,79488,687,141595,72,5,1,0,207180,717793,No,Graduate,Married,Rejected
39,95082,539,145510,60,25,1,3,162105,428472,No,Graduate,Married,Rejected
32,56044,373,242967,72,16,1,1,51103,378252,No,Graduate,Single,Rejected
29,69600,330,396156,72,23,5,4,101409,960981,Yes,High School,Single,Rejected
27,107457,778,250197,84,9,5,2,22684,499299,No,Graduate,Married,Rejected
48,68776,313,417207,12,26,3,1,222361,210717,Yes,High School,Single,Rejected
34,122476,615,315303,12,2,1,3,292497,722529,No,Graduate,Single,Rejected
51,131487,367,430975,48,18,3,4,236403,339975,No,Graduate,Single,Rejected
39,32836,837,198000,84,2,0,2,239845,613388,No,Postgraduate,Single,Rejected
36,94525,590,70823,12,26,1,5,69045,243875,Yes,Graduate,Single,Rejected
25,72648,323,282940,60,24,4,4,227804,599612,Yes,High School,Married,Rejected
55,33740,714,383235,48,20,3,1,61736,658615,No,Graduate,Married,Rejected
32,115716,335,337212,36,1,1,4,221474,398696,Yes,Graduate,Single,Rejected
45,33102,400,48137,84,19,5,4,39817,759577,Yes,Graduate,Married,Rejected
41,100893,845,300352,48,22,4,3,282799,816392,Yes,High School,Married,Rejected
56,71334,338,289140,72,27,2,4,102833,996054,No,Graduate,Married,Rejected
43,149677,510,140957,24,30,3,2,256251,874280,No,High School,Married,Rejected
36,133917,471,223084,84,25,0,1,184486,609422,No,Graduate,Married,Rejected
59,50255,741,366716,48,0,2,0,284748,914688,No,High School,Single,Rejected
65,121630,358,126907,12,17,4,4,164928,229842,No,Postgraduate,Married,Rejected
62,45221,709,11864,84,7,3,5,30748,404224,No,Postgraduate,Single,Rejected
59,83265,833,454375,84,23,3,1,176193,948669,No,Graduate,Married,Rejected
34,20719,664,412781,36,18,1,4,271399,889956,No,Graduate,Married,Rejected
51,103442,666,490840,24,4,2,4,196901,825733,No,Postgraduate,Married,Rejected
25,43140,643,332865,48,23,1,5,178425,704768,No,High School,Single,Rejected
55,75779,595,91177,36,9,0,3,81009,520565,No,Graduate,Single,Rejected
43,21069,640,491598,12,29,2,1,34411,787602,No,Graduate,Single,Rejected
49,74714,822,152420,84,30,3,2,84721,440129,No,High School,Single,Rejected
63,93285,564,113944,36,30,4,0,279908,40277,No,High School,Married,Rejected
31,32935,823,303455,36,8,0,4,150445,805747,No,High School,Single,Rejected
38,123191,337,112975,24,26,1,1,95492,723399,No,Graduate,Married,Rejected
32,139362,430,173726,60,17,1,1,113038,226817,No,Postgraduate,Single,Rejected
29,64035,681,229246,12,30,5,4,253084,509839,No,High School,Single,Rejected
30,146687,524,370088,24,25,0,0,238974,366670,No,Graduate,Single,Rejected
64,116256,442,130340,24,23,2,4,77510,350245,No,High School,Single,Rejected
37,47937,730,294298,24,18,0,0,257739,725441,Yes,High School,Single,Rejected
58,38540,688,104448,60,24,2,1,6943,180609,Yes,High School,Married,Rejected
27,93480,353,156620,60,4,0,4,245388,100624,No,Graduate,Married,Rejected
33,68702,323,167084,84,20,5,1,58796,418767,No,Graduate,Married,Rejected
60,98283,694,461406,48,10,5,4,70873,822231,No,High School,Single,Rejected
62,96041,418,71170,48,19,0,4,198323,365363,No,Graduate,Married,Rejected
29,131753,484,405793,12,23,3,2,2571,675652,No,High School,Single,Rejected
47,97233,491,415903,72,0,2,3,137725,899415,Yes,Graduate,Married,Rejected
22,56907,786,116157,12,11,0,4,170437,139054,No,Graduate,Married,Rejected
25,35221,683,480668,60,5,1,5,1448,456925,No,Postgraduate,Married,Rejected
49,74781,645,494056,60,22,1,4,12915,405375,No,Graduate,Married,Rejected
57,27087,772,326369,60,23,5,1,273309,349984,No,High School,Married,Rejected
58,106998,302,417297,84,19,2,0,211437,832205,No,Graduate,Married,Rejected
39,42789,349,378289,24,11,0,1,293493,889010,No,Graduate,Married,Rejected
28,76023,803,428836,60,24,2,5,222682,976254,Yes,Graduate,Married,Rejected
65,53400,510,202560,24,30,0,3,65080,524777,Yes,Graduate,Married,Rejected
21,22199,827,40573,24,11,3,4,130567,534037,No,Postgraduate,Married,Rejected
42,67316,582,94506,12,2,4,1,37091,942546,Yes,Graduate,Single,Rejected
37,129559,678,314275,84,23,1,5,272895,35391,Yes,High School,Married,Rejected
27,107273,625,390593,36,25,5,0,179086,918248,No,Graduate,Single,Rejected
45,72062,597,110086,48,14,2,3,157482,42474,No,Graduate,Married,Rejected
65,135310,437,99635,48,30,1,3,61367,16697,No,Graduate,Single,Rejected
24,91609,424,229006,84,10,0,4,182143,148761,Yes,Graduate,Married,Rejected
56,36744,691,245783,12,9,1,3,130011,734370,Yes,Postgraduate,Married,Rejected
